case_code	case_name	court_from	court_type	result	author	judge_panel
680 F.3d 1341	Minkin v Gibbons PC	District of New Jersey	Federal District Court	AFFIRMED.	REYNA	Before RADER, Chief Judge, O'MALLEY and REYNA, Circuit Judges.
791 F.3d 1329	International Custom Products Inc v US	United States Court of International Trade	Federal Court	AFFIRMED	LOURIE	Before LOURIE, BRYSON, and CHEN, Circuit Judges.
727 F.3d 1187	SkinMedica Inc v Histogen Inc	Southern District of California	Federal District Court	AFFIRMED	PROST	Before RADER, Chief Judge, CLEVENGER and PROST, Circuit Judges.
809 F.3d 633	Apple Inc v Samsung Electronics Co Ltd copy	Northern District of California	Federal District Court	VACATED AND REMANDED	MOORE	Before PROST, Chief Judge, MOORE, and REYNA, Circuit Judges.
785 F.3d 648	Biogen MA Inc v Japanese Foundation for Cancer Research	Patent Trial and Appeal Board	Federal Court	AFFIRMED	DYK	Before DYK, SCHALL, and CHEN, Circuit Judges.
699 F.3d 1331	PeiHerng Hor v ChingWu Chu	Southern District of Texas	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART, AND REMANDED	PROST	Before NEWMAN, PROST, and REYNA, Circuit Judges.
793 F.3d 1297	In re Cuozzo Speed Technologies LLC	Patent Trial and Appeal Board	Federal Court	(1) The petition for rehearing en banc is denied.		Before  PROST,  Chief  Judge,  NEWMAN,  LOURIE,  DYK,  MOORE,  O'MALLEY,  REYNA,  WALLACH,
793 F.3d 1344	SFA Systems LLC v Newegg Inc	Eastern District of Texas	Federal District Court	AFFIRMED.	O'MALLEY	Before O'MALLEY, CLEVENGER, and HUGHES, Circuit Judges.
856 F.3d 908	Boomerang Tube LLC v United States	United States Court of International Trade	Federal Court	VACATED AND REMANDED	Reyna	Before Reyna, Hughes, and Stoll, Circuit Judges.
671 F.3d 1317	Fort Properties Inc v American Master Lease LLC	Central District of California	Federal District Court	AFFIRMED	PROST	Before PROST, SCHALL, and MOORE, Circuit Judges.
848 F.3d 1346	Xilinx Inc v Papst Licensing GmbH And Co KG	Northern District of California	Federal District Court	REVERSED AND REMANDED	Dyk	Before Prost, Chief Judge, Newman, and Dyk, Circuit Judges.
812 F.3d 1313	Convolve Inc v Compaq Computer Corp	Southern District of New York	Federal District Court	AFFIRMED–IN–PART, VACATED–IN–PART, REVERSED–IN–PART, AND REMANDED		
845 F.3d 1158	Schlumberger Technology Corporation v United States	United States Court of International Trade	Federal Court	AFFIRMED	Wallach	Before O'Malley, Wallach, and Taranto, Circuit Judges.
751 F.3d 1327	InTouch Technologies Inc v VGO Communications Inc	Central District of California	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED	O'MALLEY	Before RADER, Chief Judge, LOURIE, and O'MALLEY, Circuit Judges.
771 F.3d 1368	Versata Software Inc v Callidus Software Inc	District of Delaware	Federal District Court	REVERSED AND REMANDED	CHEN	Before CHEN, MAYER, and LINN, Circuit Judges.
728 F.3d 1374	Wawrzynski v HJ Heinz Co	Western District of Pennsylvania	Federal District Court		PLAGER	Before NEWMAN, PLAGER, and PROST, Circuit Judges.
815 F.3d 1356	Harmonic Inc v Avid Technology Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED	STOLL	Before CHEN, MAYER, and STOLL, Circuit Judges.
878 F.3d 1027	Bosch Automotive Service Solutions LLC v Matal	Patent Trial and Appeal Board	Federal Court	AFFIRMED-IN-PART, VACATED-IN-PART, AND REMANDED	Chen	Before Newman, Chen, and Hughes, Circuit Judges.
675 F.3d 1324	Aventis Pharma SA v Hospira Inc	District of Delaware	Federal District Court	AFFIRMED	PROST	Before LINN, DYK, and PROST, Circuit Judges.
774 F.3d 979	ABB Turbo Systems AG v Turbousa Inc	Southern District of Florida	Federal District Court	REVERSED AND REMANDED	TARANTO	Before PROST, Chief Judge, NEWMAN and TARANTO, Circuit Judges.
737 F.3d 699	Commil USA LLC v Cisco Systems Inc	Eastern District of Texas	Federal District Court	(2) The petition of plaintiff-appellee for rehearing en banc is denied.		Before RADER, Chief Judge, NEWMAN, LOURIE, DYK, PROST, MOORE, O'MALLEY, REYNA, WALLACH,
694 F.3d 42	In re Rambus Inc	Northern District of California	Federal District Court	AFFIRMED	LINN	Before RADER, Chief Judge, LINN and DYK, Circuit Judges.
793 F.3d 1355	SwiffTrain Co v US	International Trade Commission	Federal Court	AFFIRMED	WALLACH	Before NEWMAN, O'MALLEY, and WALLACH, Circuit Judges.
792 F.3d 1339	Williamson v Citrix Online LLC	Central District of California	Federal District Court	Affirmed in part, vacated in part, and remanded.	LINN	Before MOORE, LINN, and REYNA, Circuit Judges. 1
737 F.3d 1320	CBT Flint Partners LLC v Return Path Inc	Northern District of Georgia	Federal District Court	REVERSED IN PART, VACATED IN PART, AND REMANDED.	TARANTO	Before DYK, O'MALLEY, and TARANTO, Circuit Judges.
681 F.3d 1351	Hollmer v Harari			REVERSED AND REMANDED	PROST	Before PROST, MAYER, and O'MALLEY, Circuit Judges.
824 F.3d 982	In re Telebrands Corporation	Eastern District of Texas	Federal District Court	The petition is denied.	Linn	Before Moore, Linn, and Wallach, Circuit Judges.
756 F.3d 1366	Madstad Engineering Inc v US Patent and Trademark Office	Middle District of Florida	Federal District Court	AFFIRMED	O'MALLEY	Before NEWMAN, O'MALLEY, and WALLACH, Circuit Judges.
707 F.3d 1330	Cephalon Inc v Watson Pharmaceuticals Inc	District of Delaware	Federal District Court	REVERSED–IN–PART and AFFIRMED–IN–PART	WALLACH	Before REYNA, BRYSON, *  and WALLACH, Circuit Judges.
839 F.3d 1099	Viet IMei Frozen Foods Co Ltd v United States	United States Court of International Trade	Federal Court	AFFIRMED	Chen	Before Prost, Chief Judge, Chen and Stoll, Circuit Judges.
868 F.3d 1013	Nidec Motor Corporation v Zhongshan Broad Ocean Motor Co Ltd Matal	Patent Trial and Appeal Board	Federal Court	AFFIRMED		Before Dyk, Reyna, and Wallach, Circuit Judges.
825 F.3d 1341	SAS Institute Inc v ComplementSoft LLC	Patent Trial and Appeal Board	Federal Court	AFFIRMED-IN-PART, VACATED-IN-PART, AND REMANDED	Stoll	Before Newman, Chen, and Stoll, Circuit Judges.
746 F.3d 1317	Stone Lion Capital Partners LP v Lion Capital LLP	Trademark Trial and Appeal Board	Federal Court	AFFIRMED	WALLACH	Before RADER, Chief Judge, REYNA, and WALLACH, Circuit Judges.
813 F.3d 1361	ACCO Brands Corp v Fellowes Inc	Patent Trial and Appeal Board	Federal Court	REVERSED AND REMANDED.	CHEN	Before NEWMAN, CHEN, and HUGHES, Circuit Judges.
685 F.3d 1046	Midwestern Pet Foods Inc v Societe des Produits Nestle SA	Trademark Trial and Appeal Board	Federal Court	AFFIRMED	BRYSON	Before BRYSON, MAYER, and DYK, Circuit Judges.
717 F.3d 907	Baron Services Inc v Media Weather Innovations LLC	Northern District of Alabama	Federal District Court	VACATED AND REMANDED	PROST	Before DYK, PROST, and REYNA, Circuit Judges.
731 F.3d 1354	Microsoft Corp v International Trade Com'n	International Trade Commission	Federal Court	AFFIRMED IN PART, REVERSED IN PART, AND REMANDED	TARANTO	Before RADER, Chief Judge, PROST, and TARANTO, Circuit Judges.
748 F.3d 1326	HoffmannLa Roche Inc v Apotex Inc	District of New Jersey	Federal District Court	AFFIRMED.	BRYSON	Before NEWMAN, LOURIE, and BRYSON, Circuit Judges.
870 F.3d 1320	Intellectual Ventures I LLC v Motorola Mobility LLC	District of Delaware	Federal District Court	AFFIRMED IN PART AND REVERSED IN PART	DYK	Before Newman, Dyk, and Taranto, Circuit Judges.
861 F.3d 1269	Maverick Tube Corporation v Toscelik Profil ve Sac Endustrisi AS	United States Court of International Trade	Federal Court	AFFIRMED	Prost	Before Prost, Chief Judge, Lourie and Stoll, Circuit Judges.
849 F.3d 1349	Technology Properties Limited LLC v Huawei Technologies Co Ltd	Northern District of California	Federal District Court	VACATED AND REMANDED	Moore	Before Moore, Wallach, and Chen, Circuit Judges.
710 F.3d 1369	Brandt v US	United States Court of Federal Claims	Federal Court	Affirmed.	O'MALLEY	Before PROST, O'MALLEY, and REYNA, Circuit Judges.
859 F.3d 1341	EmeraChem Holdings LLC v Volkswagen Group of America Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED-IN-PART, VACATED-IN-PART, AND REMANDED	Moore	Before Moore, Clevenger, and Chen, Circuit Judges.
845 F.3d 1357	Eli Lilly and Company v Teva Parenteral Medicines Inc	Southern District of Indiana	Federal District Court	AFFIRMED.	Prost	Before Prost, Chief Judge, Newman and Dyk, Circuit Judges.
838 F.3d 1253	Affinity Labs of Texas LLC v DIRECTV LLC	Western District of Texas	Federal District Court	AFFIRMED	Bryson	Before Prost, Chief Judge, Bryson and Wallach, Circuit Judges.
750 F.3d 1324	General Elec Co v Wilkins	Eastern District of California	Federal District Court	AFFIRMED	LOURIE	Before LOURIE, TARANTO, and CHEN, Circuit Judges.
805 F.3d 1102	Imaginal Systematic LLC v Leggett And Platt Inc	Central District of California	Federal District Court	AFFIRMED	O'MALLEY	Before Moore, Schall, and O'Malley, Circuit Judges.
790 F.3d 1358	JBF RAK LLC v US	United States Court of International Trade	Federal Court	AFFIRMED.	WALLACH	Before DYK, WALLACH, and HUGHES, Circuit Judges.
690 F.3d 1354	Meyer Intellectual Properties Ltd v Bodum Inc	Northern District of Illinois	Federal District Court	REVERSED–IN–PART, VACATED–IN–PART, and REMANDED	O'MALLEY	Before DYK, MOORE, and O'MALLEY, Circuit Judges.
757 F.3d 1286	Apple Inc v Motorola Inc	Northern District of Illinois	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART, AND REMANDED	REYNA	Before RADER, Chief Judge, PROST and REYNA, Circuit Judges.
801 F.3d 1346	RFL Carriers Inc v Qualcomm Inc	Southern District of Ohio	Federal District Court	AFFIRMED	O'MALLEY	Before NEWMAN, O'MALLEY, and WALLACH, Circuit Judges.
717 F.3d 929	Regents of University of Minnesota v AGA Medical Corp	District of Minnesota	Federal District Court	AFFIRMED	DYK	Before RADER, Chief Judge, and DYK and WALLACH, Circuit Judges.
785 F.3d 616	EON Corp IP Holdings LLC v AT And T Mobility LLC	District of Delaware	Federal District Court	AFFIRMED	PROST	Before PROST, Chief Judge, NEWMAN and BRYSON, Circuit Judges.
712 F.3d 549	Saffran v Johnson And Johnson	Eastern District of Texas	Federal District Court	REVERSED	LOURIE	Before LOURIE, MOORE, and O'MALLEY, Circuit Judges.
690 F.3d 1335	DGR Associates Inc v US	United States Court of Federal Claims	Federal Court	REVERSED	PLAGER	Before RADER, Chief Judge, PLAGER, and WALLACH, Circuit Judges.
687 F.3d 1377	MagSil Corp v Hitachi Global Storage Technologies Inc	District of Delaware	Federal District Court	AFFIRMED.	RADER	Before RADER, Chief Judge, O'MALLEY and REYNA, Circuit Judges.
834 F.3d 1361	Jones v Department of Health and Human Services	Federal Circuit	Appellate Court	AFFIRMED	Wallach	Before Newman, Moore, and Wallach, Circuit Judges.
688 F.3d 742	Rates Technology Inc v Mediatrix Telecom Inc	Eastern District of New York	Federal District Court	AFFIRMED	BRYSON	Before BRYSON, DYK, and MOORE, Circuit Judges.
704 F.3d 1362	Allflex USA Inc v Avid Identification Systems Inc	Central District of California	Federal District Court	DISMISSED	BRYSON	Before LOURIE, CLEVENGER, and BRYSON * , Circuit Judges.
827 F.3d 1363	Medicines Company v Hospira Inc	District of Delaware	Federal District Court	AFFIRMED-IN-PART AND REMANDED TO THE MERITS PANEL	O'Malley	Before Prost, Chief Judge, Newman, Lourie, Dyk, Moore, O 'Malley, Reyna, Wallach, Taranto, Chen, Hughes, and
733 F.3d 1355	Randall Mfg v Rea	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	TARANTO	Before RADER, Chief Judge, DYK, and TARANTO, Circuit Judges.
676 F.3d 1341	USPPS Ltd v Avery Dennison Corp	Western District of Texas	Federal District Court	AFFIRMED		Before PROST, MAYER, and O'MALLEY, Circuit Judges.
853 F.3d 1272	Wasica Finance GmbH v Continental Automotive Systems Inc	Patent Trial and Appeal Board	Federal Court	AFFIRMED-IN-PART, REVERSED-IN-PART	Schall	Before Prost, Chief Judge, Schall, and Chen, Circuit Judges.
802 F.3d 1311	In re Steed	Patent Trial and Appeal Board	Federal Court	AFFIRMED	NEWMAN	Before NEWMAN, CLEVENGER, and DYK, Circuit Judges.
776 F.3d 1343	Content Extraction and Transmission LLC v Wells Fargo Bank Nat Ass'n	District of New Jersey	Federal District Court	AFFIRMED	CHEN	Before DYK, TARANTO, and CHEN, Circuit Judges.
739 F.3d 1375	In re Giannelli	Patent Trial and Appeal Board	Federal Court	REVERSED.	LOURIE	
738 F.3d 1302	Kilopass Technology Inc v Sidense Corp	Northern District of California	Federal District Court	VACATED AND REMANDED.	O'MALLEY	Before RADER, Chief Judge, LOURIE and O'MALLEY, Circuit Judges.
711 F.3d 1348	Power Integrations Inc v Fairchild Semiconductor Intern Inc	District of Delaware	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART, AND REMANDED	REYNA	Before LOURIE, O'MALLEY, and REYNA, Circuit Judges.
757 F.3d 1366	Retractable Technologies Inc v Becton Dickinson and Co	Eastern District of Texas	Federal District Court	AFFIRMED	LINN	Before LOURIE and LINN, Circuit Judges. *
844 F.3d 1370	Sonix Technology Co Ltd v Publications International Ltd	Northern District of Illinois	Federal District Court	REVERSED	Lourie	Before Lourie, O'Malley, and Taranto, Circuit Judges.
857 F.3d 1382	Preston v Nagel	District of Massachusetts	Federal District Court	DISMISSED	Hughes	Before Dyk, Taranto, and Hughes, Circuit Judges.
767 F.3d 1372	UPI Semiconductor Corp v International Trade Com'n	International Trade Commission	Federal Court	AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED	NEWMAN	Before NEWMAN, MOORE, and CHEN, Circuit Judges.
830 F.3d 1341	Advanced Ground Information Systems Inc v Life Inc	Southern District of Florida	Federal District Court	AFFIRMED	Wallach	Before Moore, Mayer, and Wallach, Circuit Judges.
812 F.3d 1326	Nike Inc v Adidas AG	Patent Trial and Appeal Board	Federal Court	AFFIRMED–IN–PART, VACATED–IN–PART, AND REMANDED	CHEN	Before CHEN, MAYER, and STOLL, Circuit Judges.
743 F.3d 837	Nycal Offshore Development Corp v US	United States Court of Federal Claims	Federal Court	AFFIRMED.	BRYSON	Before NEWMAN, LOURIE, and BRYSON, Circuit Judges.
750 F.3d 1333	In re Roslin Institute (Edinburgh)	Patent Trial and Appeal Board	Federal Court	AFFIRMED.	DYK	Before DYK, MOORE, and WALLACH, Circuit Judges.
808 F.3d 845	In re Distefano	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	PROST	Before PROST, Chief Judge, TARANTO and HUGHES, Circuit Judges.
805 F.3d 1064	Belden Inc v BerkTek LLC	Patent Trial and Appeal Board	Federal Court	AFFIRMED IN PART AND REVERSED IN PART	TARANTO	Before NEWMAN, DYK, and TARANTO, Circuit Judges.
809 F.3d 610	Momenta Pharmaceuticals Inc v Teva Pharmaceuticals USA Inc	District of Massachusetts	Federal District Court	AFFIRMED–IN–PART, VACATED–IN–PART, AND REMANDED	WALLACH	Before DYK, MOORE, and WALLACH, Circuit Judges.
666 F.3d 1299	Abbott Point of Care Inc v Epocal Inc	Northern District of Alabama	Federal District Court	AFFIRMED	RADER	Before RADER, Chief Judge, LOURIE, and BRYSON, Circuit Judges.
702 F.3d 1371	CW Zumbiel Co Inc v Kappos	Patent Trial and Appeal Board	Federal Court	AFFIRMED.	WALLACH	
679 F.3d 1372	Mintz v Dietz And Watson Inc	Southern District of California	Federal District Court	VACATED–IN–PART, AFFIRMED–IN–PART, AND REMANDED.	RADER	Before RADER, Chief Judge, NEWMAN, and DYK, Circuit Judges.
715 F.3d 1329	Forrester Environmental Services Inc v Wheelabrator Technologies Inc	District of New Hampshire	Federal District Court	VACATED and REMANDED	DYK	Before NEWMAN, BRYSON, and DYK, Circuit Judges.
871 F.3d 1375	In re Smith International Inc	Patent Trial and Appeal Board	Federal Court	REVERSED		Before Lourie, Reyna, and Hughes, Circuit Judges. Lourie, Circuit Judge.
694 F.3d 1312	ActiveVideo Networks Inc v Verizon Communications Inc	Eastern District of Virginia	Federal District Court	and remanded for further proceedings. The district court's entry of a permanent injunction is reversed. The district court's	MOORE	Before BRYSON, DYK, and MOORE, Circuit Judges.
734 F.3d 1352	Integrated Technology Corp v Rudolph Technologies Inc	District of Arizona	Federal District Court	AFFIRMED–IN–PART, REVERSED–IN–PART, VACATED–IN–PART AND REMANDED.	MOORE	Before RADER, Chief Judge, CLEVENGER, and MOORE, Circuit Judges.
671 F.3d 1324	Pioneer HiBred Intern Inc v Monsanto Technology LLC			AFFIRMED	CLEVENGER	Before PROST, CLEVENGER, and REYNA, Circuit Judges.
866 F.3d 1355	Amgen Inc v Hospira Inc	District of Delaware	Federal District Court	APPEAL DISMISSED AND PETITION FOR WRIT OF MANDAMUS DENIED	Dyk	Before Dyk, Bryson, and Chen, Circuit Judges.
746 F.3d 1371	Endo Pharmaceuticals Inc v Actavis Inc	Southern District of New York	Federal District Court	VACATED AND REMANDED	MOORE	Before NEWMAN, DYK, and MOORE, Circuit Judges.
834 F.3d 1369	Otter Products LLC v United States	United States Court of International Trade	Federal Court	AFFIRMED	O'Malley	Before Prost, Chief Judge, O'Malley, and Chen, Circuit Judges.
702 F.3d 1338	IGT v Alliance Gaming Corp	District of Nevada	Federal District Court	AFFIRMED	REYNA	Before BRYSON, LINN, and REYNA, Circuit Judges.
753 F.3d 1208	Gilead Sciences Inc v Natco Pharma Ltd	District of New Jersey	Federal District Court	VACATED AND REMANDED	CHEN	Before RADER, Chief Judge, PROST and CHEN, Circuit Judges.
867 F.3d 1229	Georgetown Rail Equipment Company v Holland LP	Eastern District of Texas	Federal District Court	AFFIRMED	Wallach	Before Reyna, Schall, and Wallach, Circuit Judges.
818 F.3d 1380	South Alabama Medical Science Foundation v Gnosis SpA	Patent Trial and Appeal Board	Federal Court	The petition for rehearing en banc is denied.		Before  PROST,  Chief  Judge,  NEWMAN,  LOURIE,  DYK,  MOORE,  O'MALLEY,  REYNA,  WALLACH,
755 F.3d 1340	In re Nordic Naturals Inc	Trademark Trial and Appeal Board	Federal Court	AFFIRMED.	REYNA	Before REYNA, WALLACH, and TARANTO, Circuit Judges.
872 F.3d 1290	Aqua Products Inc v Matal	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	O'Malley	Before closing, we address the final section of Judge Reyna's concurrence. We find it odd on a number of levels.
874 F.3d 1307	MasterMine Software Inc v Microsoft Corporation	District of Minnesota	Federal District Court	AFFIRMED-IN-PART, REVERSED-IN-PART, AND REMANDED	Stoll	Before Newman, O'Malley, and Stoll, Circuit Judges.
764 F.3d 1382	Ferring BV v Watson Laboratories IncFla	District of Nevada	Federal District Court	AFFIRMED.	DYK	Before LOURIE, DYK, and REYNA, Circuit Judges.
830 F.3d 1365	GPNE Corp v Apple Inc	Northern District of California	Federal District Court	AFFIRMED	Prost	Before Prost, Chief Judge, Taranto and Chen, Circuit Judges.
841 F.3d 1353	Tyco Fire Products Limited Partnership v United States	United States Court of International Trade	Federal Court	AFFIRMED	Dyk	Before Prost, Chief Judge, Dyk, and Stoll, Circuit Judges.
822 F.3d 1327	Enfish LLC v Microsoft Corp	Central District of California	Federal District Court	REVERSED–IN–PART, VACATED–IN–PART, AFFIRMED–IN–PART, AND REMANDED	HUGHES	Before MOORE, TARANTO, and HUGHES, Circuit Judges.
759 F.3d 1307	VirtualAgility Inc v Salesforcecom Inc	Patent Trial and Appeal Board	Federal Court	REVERSED	MOORE	Before NEWMAN, MOORE, and CHEN, Circuit Judges.
827 F.3d 1042	Rapid Litigation Management Ltd v CellzDirect Inc	Northern District of Illinois	Federal District Court	VACATED AND REMANDED	Prost	Before Prost, Chief Judge, Moore and Stoll, Circuit Judges.
678 F.3d 1308	GPX Intern Tire Corp v US	International Trade Commission	Federal Court	Petition granted and remanded.	DYK	Before RADER, Chief Judge, LINN and DYK, Circuit Judges.
865 F.3d 1348	Honeywell International Inc v Mexichem Amanco Holding SA DE CV	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	Lourie	Before Lourie, Reyna, and Wallach, Circuit Judges.
811 F.3d 1334	Akzo Nobel Coatings Inc v Dow Chemical Co	District of Delaware	Federal District Court	AFFIRMED		Before LOURIE, REYNA, and CHEN, Circuit Judges.
848 F.3d 1358	Metalcraft of Mayville Inc v The Toro Company	Eastern District of Wisconsin	Federal District Court	AFFIRMED	Moore	Before Moore, Hughes, and Stoll, Circuit Judges.
749 F.3d 1379	In re Dominion Dealer Solutions LLC	Central District of California	Federal District Court	The petition is denied.	TARANTO	Before PROST, O'MALLEY, and TARANTO, Circuit Judges.
687 F.3d 1300	Highmark Inc v Allcare Health Management Systems Inc	Western District of Pennsylvania	Federal District Court	AFFIRMED IN PART, REVERSED IN PART, AND REMANDED	DYK	Before NEWMAN, MAYER, and DYK, Circuit Judges.
839 F.3d 1375	In re Efthymiopoulos	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Prost	Before Prost, Chief Judge, Newman and Bryson, Circuit Judges.
838 F.3d 1307	Intellectual Ventures I LLC v Symantec Corp	District of Delaware	Federal District Court	AFFIRMED–IN–PART AND REVERSED–IN–PART	Dyk	Before Dyk, Mayer, and Stoll, Circuit Judges.
860 F.3d 1340	Storer v Clark	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Newman	Before Prost, Chief Judge, Newman, and Dyk, Circuit Judges.
694 F.3d 82	ArcelorMittal Stainless Belgium NV v US	United States Court of International Trade	Federal Court	REVERSED	PLAGER	Before RADER, Chief Judge, PLAGER, and LINN, Circuit Judges.
817 F.3d 1332	Deacero SA De CV v US	United States Court of International Trade	Federal Court	REVERSED.	REYNA	Before REYNA, BRYSON, and CHEN, Circuit Judges.
733 F.3d 1140	Itochu Bldg Products v US	United States Court of International Trade	Federal Court	REVERSED AND REMANDED.	TARANTO	Before LOURIE, BRYSON, and TARANTO, Circuit Judges.
857 F.3d 1315	Rivera v International Trade Commission	Federal Circuit	Appellate Court	AFFIRMED	Linn	Before Reyna, Linn, and Chen, Circuit Judges.
803 F.3d 635	Vermont v MPHJ Technology Investments LLC	District of Vermont	Federal District Court	AFFIRMED.	O'MALLEY	Before PROST, Chief Judge, NEWMAN, and O'MALLEY, Circuit Judges.
872 F.3d 1267	Ultratec Inc v CaptionCall LLC	Patent Trial and Appeal Board	Federal Court	VACATED AND REMANDED	Moore	Before Newman, Linn, and Moore, Circuit Judges.
868 F.3d 1350	Return Mail Inc v United States Postal Service	Patent Trial and Appeal Board	Federal Court	AFFIRMED	Prost	Before Prost, Chief Judge, Newman and Wallach, Circuit Judges.
821 F.3d 1345	Albemarle Corp And Subsidiaries v US	United States Court of International Trade	Federal Court	AFFIRMED–IN–PART, REVERSED–IN–PART, AND REMANDED–IN–PART	DYK	Before LOURIE, BRYSON, and DYK, Circuit Judges.
867 F.3d 1253	Visual Memory LLC v NVIDIA Corporation	District of Delaware	Federal District Court	REVERSED AND REMANDED	Stoll	Before O'Malley, Hughes, and Stoll, Circuit Judges.
769 F.3d 1114	CardSoft v Verifone Inc	Eastern District of Texas	Federal District Court	REVERSED	HUGHES	Before PROST, Chief Judge, TARANTO and HUGHES, Circuit Judges.
675 F.3d 1337	In re MSTG Inc	Northern District of Illinois	Federal District Court	(1) The petition for a writ of mandamus is denied.	DYK	Before RADER, Chief Judge, DYK and MOORE, Circuit Judges.
724 F.3d 1330	US v Trek Leather Inc	United States Court of International Trade	Federal Court	REVERSED	O'MALLEY	Before DYK, PLAGER, and O'MALLEY, Circuit Judges.
744 F.3d 1272	Lighting Ballast Control LLC v Philips Electronics North America Corp	Northern District of Texas	Federal District Court	be reversed. A third conceded that Cybor's rule may be too broad and perhaps should not apply where, as here, the trial	NEWMAN	Before RADER, Chief Judge, NEWMAN, LOURIE, DYK, PROST, MOORE, O'MALLEY, REYNA, WALLACH,
812 F.3d 1284	MCM Portfolio LLC v HewlettPackard Co	Patent Trial and Appeal Board	Federal Court	AFFIRMED	DYK	Before PROST, Chief Judge, DYK, and HUGHES, Circuit Judges.
